"Provider Name","Provider City","Hospital Referral Region Description","Avg_Discharges","Total_Avg_Cov_Charges","Total_Avg_Payments","Total_Avge_Medicare_Payments"
"BRONSON METHODIST HOSPITAL","KALAMAZOO","MI - Kalamazoo",52.7422680412371,2663265.2,1079615.69,973072.41
"METHODIST DALLAS MEDICAL CENTER","DALLAS","TX - Dallas",35.6385542168675,3225100.13,1079199.35,1001162.55
"GLENDALE MEM HOSPITAL & HLTH CENTER","GLENDALE","CA - Los Angeles",35.2285714285714,5258731.76,1078927.17,1006030.51
"SAINT MARYS HOSPITAL","WATERBURY","CT - New Haven",40.4470588235294,2048057.06,1078255.57,956945.44
"HARBORVIEW MEDICAL CENTER","SEATTLE","WA - Seattle",28.0724637681159,2510888.92,1076183.29,971973.07
"ORLANDO HEALTH","ORLANDO","FL - Orlando",103.43,5469876.51,1075834.97,931126.97
"WASHINGTON ADVENTIST HOSPITAL","TAKOMA PARK","MD - Takoma Park",47.9876543209877,1142817.44,1075778.7,990219.35
"UNIVERSITY OF KANSAS HOSPITAL","KANSAS CITY","MO - Kansas City",49.7126436781609,4696162.95,1075718.67,916433.01
"EL CAMINO HOSPITAL","MOUNTAIN VIEW","CA - San Jose",40.8271604938272,6993233.75,1075187.86,993639.69
"MCLAREN FLINT","FLINT","MI - Flint",71.1,2897069.37,1073558.25,983054.64
"LEHIGH VALLEY HOSPITAL","ALLENTOWN","PA - Allentown",96.4387755102041,5454918.99,1071927.12,926443.6
"SAINT FRANCIS MEDICAL CENTER","PEORIA","IL - Peoria",68.5454545454545,4627338.09,1070783.23,921561.66
"HEARTLAND REGIONAL MEDICAL CENTER","SAINT JOSEPH","MO - Kansas City",67.2577319587629,2639116.6,1068980.99,931789.14
"OHSU HOSPITAL AND CLINICS","PORTLAND","OR - Portland",33.231884057971,2247529.47,1067678.94,969196.16
"ADVOCATE ILLINOIS MASONIC MEDICAL CENTER","CHICAGO","IL - Chicago",36.5324675324675,3401981.39,1067006.83,875696.28
"GRANT MEDICAL CENTER","COLUMBUS","OH - Columbus",47.2247191011236,3356041.8,1066625.54,969886.35
"UNIVERSITY OF MIAMI HOSPITAL","MIAMI","FL - Miami",54.9662921348315,6321899.99,1066400.83,972810.48
"EVANSTON HOSPITAL","EVANSTON","IL - Evanston",106.091836734694,3800481.47,1066215.79,904340.01
"O U MEDICAL CENTER","OKLAHOMA CITY","OK - Oklahoma City",31.5866666666667,4158620.53,1066033.84,957111.97
"BAYLOR UNIVERSITY MEDICAL CENTER","DALLAS","TX - Dallas",84.1666666666667,3124138.55,1065847.15,923814.15
"OVERLOOK HOSPITAL","SUMMIT","NJ - Morristown",65.7634408602151,4100566.02,1065402.58,930840.02
"MERCY ST VINCENT MEDICAL CENTER","TOLEDO","OH - Toledo",49.4597701149425,3892786.16,1064223.84,984607.26
"WAKEMED, RALEIGH CAMPUS","RALEIGH","NC - Raleigh",97.5858585858586,3729721.09,1063814.87,956610.62
"GOOD SAMARITAN HOSPITAL","LOS ANGELES","CA - Los Angeles",42.0416666666667,5358986.8,1062158.84,1000340.47
"BANNER GOOD SAMARITAN MEDICAL CENTER","PHOENIX","AZ - Phoenix",42.7555555555556,4064473.7,1060598.06,926974.78
"METHODIST HOSPITAL OF SOUTHERN CA","ARCADIA","CA - Los Angeles",46.2444444444444,5291425.7,1060021.97,972884.79
"ST JOHN'S RIVERSIDE HOSPITAL","YONKERS","NY - White Plains",47.1282051282051,2611578.72,1059700.57,977408.3
"ST DAVIDS MEDICAL CENTER","AUSTIN","TX - Austin",61.8969072164948,4268905.99,1059259.77,929184.53
"ALLEGHENY GENERAL HOSPITAL","PITTSBURGH","PA - Pittsburgh",37.2183908045977,3599354.4,1058705.12,970698.75
"ABBOTT NORTHWESTERN HOSPITAL","MINNEAPOLIS","MN - Minneapolis",77.1237113402062,4453851.49,1057742.93,895445.68
"UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS","SALT LAKE CITY","UT - Salt Lake City",30.2297297297297,2154898.15,1057514.19,904937.69
"ST JOSEPH MERCY OAKLAND","PONTIAC","MI - Pontiac",60.6559139784946,2274062.09,1057268.31,949182.15
"SOUTH TEXAS HEALTH SYSTEM","EDINBURG","TX - McAllen",49.1,6477174.59,1057067.24,961994.07
"MERCY HOSPITAL AND MEDICAL CENTER","CHICAGO","IL - Chicago",46.8414634146341,1976463.56,1054694.28,955434.32
"SENTARA NORFOLK GENERAL HOSPITAL","NORFOLK","VA - Norfolk",55.8333333333333,3154248.21,1053077.69,903081.88
"SCOTT & WHITE MEMORIAL HOSPITAL","TEMPLE","TX - Temple",78.8494623655914,2788176.49,1052976.42,898569.01
"GEORGETOWN UNIVERSITY HOSPITAL","WASHINGTON","DC - Washington",31.1166666666667,3569775.69,1052229.08,948482.69
"MARY WASHINGTON HOSPITAL, INC","FREDERICKSBURG","VA - Richmond",61.7979797979798,3765948.05,1051984.25,913971.19
"JACOBI MEDICAL CENTER","BRONX","NY - Bronx",27.3333333333333,1173989.09,1051315.08,1003192.23
"ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV","ATLANTIC CITY","NJ - Camden",81.8673469387755,8124567.23,1050846.77,912129.91
"FLORIDA HOSPITAL","ORLANDO","FL - Orlando",258.28,5115134.45,1049917.46,858756.79
"UPPER CHESAPEAKE MEDICAL CENTER","BEL AIR","MD - Baltimore",52.021978021978,1110914.56,1049669.82,935020.45
"FRANCISCAN ST JAMES HEALTH","OLYMPIA FIELDS","IL - Blue Island",77.6354166666667,3405989.71,1048148.66,927200.57
"ST VINCENT HOSPITAL & HEALTH SERVICES","INDIANAPOLIS","IN - Indianapolis",69.3298969072165,3738360.95,1047206.24,881512.64
"CARILION ROANOKE MEMORIAL CENTER","ROANOKE","VA - Roanoke",83.8080808080808,2783956.7,1045862.08,878392.67
"FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER","FOUNTAIN VALLEY","CA - Orange County",35.1944444444444,5951653.97,1045743.21,969639.51
"PEACEHEALTH SOUTHWEST MEDICAL CENTER","VANCOUVER","OR - Portland",49.2608695652174,3476164.12,1045658.36,861077.4
"MEDICAL CENTER OF CENTRAL GEORGIA","MACON","GA - Macon",74.21875,3262318.42,1044910.26,921693.55
"ST JOSEPH'S HOSPITAL HEALTH CENTER","SYRACUSE","NY - Syracuse",78.2959183673469,2329089.19,1041433.98,906935.43
"JERSEY SHORE UNIVERSITY MEDICAL CENTER","NEPTUNE","NJ - Camden",72.5625,6907218.85,1040362.93,912688.23
"CAPE FEAR VALLEY MEDICAL CENTER","FAYETTEVILLE","NC - Raleigh",90.1855670103093,3843149.21,1040179.45,935085.2
"NORWALK HOSPITAL ASSOCIATION","NORWALK","CT - Bridgeport",41.3488372093023,3274029.72,1038654.14,937515.09
"SOUTH NASSAU COMMUNITIES HOSPITAL","OCEANSIDE","NY - East Long Island",65.2315789473684,3938887.27,1038288.28,904577.11
"ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS","CHICAGO","IL - Chicago",59.5609756097561,3739989.49,1037810.59,923221.25
"BRONX-LEBANON HOSPITAL CENTER","BRONX","NY - Bronx",31.5272727272727,884716.98,1037149,992709.94
"PROVIDENCE TARZANA MEDICAL CENTER","TARZANA","CA - Los Angeles",44.5168539325843,8584998.59,1034861.16,945716.81
"GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK","GRAND BLANC","MI - Flint",67.1954022988506,2581510.19,1033825.24,946286.05
"ST LUKE'S HOSPITAL BETHLEHEM","BETHLEHEM","PA - Allentown",80.27,5946214.6,1032904.57,878738.04
"SUBURBAN HOSPITAL","BETHESDA","DC - Washington",53.9666666666667,1092652.08,1030548.33,920384.83
"MEMORIAL HERMANN HOSPITAL SYSTEM","HOUSTON","TX - Houston",115.272727272727,3118838.62,1029222.27,873891.48
"VIRTUA WEST JERSEY HOSPITALS BERLIN","BERLIN","NJ - Camden",98.2448979591837,7101654.26,1028601.15,826948.55
"DOCTORS MEDICAL CENTER","MODESTO","CA - Modesto",30.2,10128708.33,1027074.13,945011.01
"CAROLINA EAST MEDICAL CENTER","NEW BERN","NC - Greenville",54.4123711340206,2254557.36,1023623.01,911849.09
"ABINGTON MEMORIAL HOSPITAL","ABINGTON","PA - Philadelphia",68.9393939393939,6786860.92,1021877.93,898204.78
"FORSYTH MEMORIAL HOSPITAL","WINSTON-SALEM","NC - Winston-Salem",73.5050505050505,2444776.65,1021397.3,889277.48
"JAMAICA HOSPITAL MEDICAL CENTER","JAMAICA","NY - East Long Island",41.703125,1280326.44,1021155.37,950096.45
"MEMORIAL HEALTH UNIV MED CEN, INC","SAVANNAH","GA - Savannah",52.5979381443299,3253454.75,1020893.1,910014.51
"UNM HOSPITAL","ALBUQUERQUE","NM - Albuquerque",26.6818181818182,2010925.01,1020823.22,959948.31
"GREATER BALTIMORE MEDICAL CENTER","BALTIMORE","MD - Baltimore",53.1395348837209,1082450.84,1020397.61,928841.36
"TORRANCE MEMORIAL MEDICAL CENTER","TORRANCE","CA - Los Angeles",41.1098901098901,6750129.61,1019927.77,906135.06
"BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS","BROOKLYN","NY - Manhattan",31.4153846153846,1681613.77,1019668.34,964436.21
"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","LOS ANGELES","CA - Los Angeles",32.2272727272727,4170652.67,1019659.03,967377.09
"SOMERSET MEDICAL CENTER","SOMERVILLE","NJ - New Brunswick",51.2,9165956.42,1018059.04,899486.2
"ST ANTHONY HOSPITAL","OKLAHOMA CITY","OK - Oklahoma City",42.3855421686747,2633276.79,1017738.96,908736.52
"KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV","STRATFORD","NJ - Camden",95.0652173913043,6103228.63,1016972.26,937695.23
"MAIN LINE HOSPITAL LANKENAU","WYNNEWOOD","PA - Philadelphia",45.3473684210526,5531682.75,1016699.09,874176.25
"NORTHWEST HOSPITAL CENTER","RANDALLSTOWN","MD - Baltimore",66.7469879518072,1079349.2,1016145.17,941809.59
"NORTH SHORE MEDICAL CENTER","SALEM","MA - Boston",67.8817204301075,3253109.71,1013967.1,914110.48
"NEW HANOVER REGIONAL MEDICAL CENTER","WILMINGTON","NC - Wilmington",104.87,2474091.26,1013711.03,908922.65
"VALLEY HOSPITAL","RIDGEWOOD","NJ - Ridgewood",97.734693877551,4577760.23,1013048.22,904196.66
"MIAMI VALLEY HOSPITAL","DAYTON","OH - Dayton",57.7083333333333,4759549.18,1012520.2,885568.78
"READING HOSPITAL MEDICAL CENTER","READING","PA - Reading",68.2736842105263,3211494.4,1010370.65,881329.93
"NORTHBAY MEDICAL CENTER","FAIRFIELD","CA - Contra Costa County",28.9672131147541,8448777.32,1010364.59,936067.9
"PINNACLE HEALTH HOSPITALS","HARRISBURG","PA - Harrisburg",55.3052631578947,2332146.01,1009863.31,870771.31
"ST JOSEPH MEDICAL CENTER","TACOMA","WA - Tacoma",46.0989010989011,4761146.82,1009136.64,857092.77
"HARRISON MEDICAL CENTER","BREMERTON","WA - Seattle",48.5869565217391,3916651.13,1008523.66,879790.3
"NORTON HOSPITALS, INC","LOUISVILLE","KY - Louisville",118.56,3738149.34,1008217.37,900682.08
"GARFIELD MEDICAL CENTER","MONTEREY PARK","CA - Los Angeles",33.2459016393443,7190088.11,1006196.08,942091.03
"EDEN MEDICAL CENTER","CASTRO VALLEY","CA - Alameda County",40.5714285714286,4762884.2,1005812.64,934003.25
"CROUSE HOSPITAL","SYRACUSE","NY - Syracuse",49.3260869565217,2041549.04,1003884.15,888902.34
"JEWISH HOSPITAL & ST MARY'S HEALTHCARE","LOUISVILLE","KY - Louisville",97.61,2981923.58,1002904.56,879248.74
"EASTERN MAINE MEDICAL CENTER","BANGOR","ME - Bangor",56.28125,2319828.49,1002873.84,892569.99
"RIVERSIDE REGIONAL MEDICAL CENTER","NEWPORT NEWS","VA - Newport News",44.6818181818182,2244625.97,1002588.56,889977.21
"ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE","FAR ROCKAWAY","NY - East Long Island",35.2241379310345,1799506.35,1002322.7,957339.97
"DOMINICAN HOSPITAL","SANTA CRUZ","CA - Santa Cruz",36.1710526315789,6115788.99,1002300.27,908798.58
"ST JOSEPH'S HOSPITAL","TAMPA","FL - Tampa",72.36,4054669.93,1001773.29,872727.91
"SWEDISH AMERICAN HOSPITAL","ROCKFORD","IL - Rockford",46.3225806451613,4296968.69,1000865.21,814878.71
"OWENSBORO MEDICAL HEALTH SYSTEM","OWENSBORO","KY - Owensboro",59.9175257731959,2139454.92,998747.33,865775.88
"ST LUKES HOSPITAL OF KANSAS CITY","KANSAS CITY","MO - Kansas City",49.5494505494505,4746700.97,998631.2,856216.05
"EMORY UNIVERSITY HOSPITAL","ATLANTA","GA - Atlanta",52.7590361445783,2508621.8,998210.27,826973.63
"CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR","PLATTSBURGH","VT - Burlington",38.1927710843374,2263214.5,997640.52,909957.74
"MCLEOD REGIONAL MEDICAL CENTER-PEE DEE","FLORENCE","SC - Florence",65.6969696969697,4254779.5,996103.95,854963.3
"PIKEVILLE MEDICAL CENTER","PIKEVILLE","KY - Lexington",43.3012048192771,4017706.8,995613.63,862516.85
"SHERMAN HOSPITAL","ELGIN","IL - Elgin",42.6923076923077,4309986.69,994262.52,805097
"RESURRECTION MEDICAL CENTER","CHICAGO","IL - Chicago",55.3655913978495,4195547.3,993483.99,828221.46
"SPARTANBURG REGIONAL MEDICAL CENTER","SPARTANBURG","SC - Spartanburg",68.2020202020202,3256511.04,992718.45,831026.1
"MEDICAL CITY DALLAS HOSPITAL","DALLAS","TX - Dallas",40.4945054945055,6947442.96,991549.57,824578.72
"BOTSFORD HOSPITAL","FARMINGTON HILL","MI - Ann Arbor",57.4,1697831.88,990767.24,891896.47
"SSM ST MARYS HEALTH CENTER","RICHMOND HEIGHT","MO - St. Louis",46.0454545454545,2840450.19,990502.94,894631.42
"RENOWN REGIONAL MEDICAL CENTER","RENO","NV - Reno",56.340206185567,4153800.64,990244.1,852770.81
"MEMORIAL  MEDICAL CENTER","MODESTO","CA - Modesto",45.8426966292135,6661277.07,990234.62,884762.26
"MOUNTAINVIEW HOSPITAL","LAS VEGAS","NV - Las Vegas",47.3541666666667,7158203.25,989379.16,817228.62
"LAS PALMAS MEDICAL CENTER","EL PASO","TX - El Paso",53.8817204301075,6419650.12,988487.52,873223.1
"BERKSHIRE MEDICAL CENTER INC","PITTSFIELD","NY - Albany",41.5595238095238,1695141.32,988135.54,890389.79
"MUNSON MEDICAL CENTER","TRAVERSE CITY","MI - Traverse City",77.360824742268,2590499.03,987823.75,867105.83
"EMORY UNIVERSITY HOSPITAL MIDTOWN","ATLANTA","GA - Atlanta",45.816091954023,2578715.17,987445.67,856837.2
"MERITER HSPTL","MADISON","WI - Madison",39.2247191011236,3399104.32,987355.51,887934.15
"ST JOSEPH MERCY HOSPITAL","ANN ARBOR","MI - Ann Arbor",83.9591836734694,2810319.66,987339.24,834865.11
"ST LUKES REGIONAL MEDICAL CENTER","BOISE","ID - Boise",42.7362637362637,2575041.26,986754.72,845473.57
"FLUSHING HOSPITAL MEDICAL CENTER","FLUSHING","NY - East Long Island",40.6615384615385,1661044.96,986729.29,924390.73
"VASSAR BROTHERS MEDICAL CENTER","POUGHKEEPSIE","NY - Albany",63.6451612903226,4160069.5,986290.13,879653.1
"INTERMOUNTAIN MEDICAL CENTER","MURRAY","UT - Salt Lake City",41.9886363636364,2514019.14,986016.82,761921.07
"METHODIST HOSPITAL","SAN ANTONIO","TX - San Antonio",159.21,4615481.74,985872.87,849561.3
"OCHSNER FOUNDATION HOSPITAL","NEW ORLEANS","LA - New Orleans",59.9550561797753,3120067.95,984629.91,879733.47
"METHODIST HOSPITALS INC","GARY","IN - Gary",57.4148936170213,2828789.12,984135.88,886254.19
"MEMORIAL MEDICAL CENTER","SPRINGFIELD","IL - Springfield",80.2323232323232,3178623.64,982804.63,841475.24
"WHITE MEMORIAL MEDICAL CENTER","LOS ANGELES","CA - Los Angeles",39.4032258064516,5094580.16,982559.36,929574.43
"MOSES H CONE MEMORIAL HOSPITAL, THE","GREENSBORO","NC - Greensboro",101.727272727273,2031235.98,982342.32,857764.79
"ESSENTIA HEALTH ST MARY'S MEDICAL CENTER","DULUTH","MN - Duluth",45.3406593406593,2637231.94,980603.58,873101.19
"MACNEAL  HOSPITAL","BERWYN","IL - Melrose Park",36.5795454545455,3057222.38,980450.36,883805.33
"DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER","DETROIT","MI - Detroit",40.3611111111111,2488066.3,979877.45,919656.83
"ARIA HEALTH","PHILADELPHIA","PA - Philadelphia",54.3870967741936,4902561.15,979378.33,855879.35
"MAYO CLINIC HOSPITAL","PHOENIX","AZ - Phoenix",44.6172839506173,2609815.94,978317.81,797876.04
"UNITED HOSPITAL","SAINT PAUL","MN - St. Paul",51.1397849462366,3843738.04,977753.38,821137.93
"MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","ASHEVILLE","NC - Asheville",112,2416401.84,977549.38,853782.13
"MIRIAM HOSPITAL","PROVIDENCE","RI - Providence",40.6,3384425.15,977281.82,873736.85
"SUMMA HEALTH SYSTEMS HOSPITALS","AKRON","OH - Akron",67.0526315789474,4336329.81,976293.19,855079.78
"UNIVERSITY OF MISSOURI HEALTH CARE","COLUMBIA","MO - Columbia",35.9259259259259,2993304.08,976045.08,851057.73
"ST MARY'S HOSPITAL","MADISON","WI - Madison",59.4742268041237,2834428.58,975996.93,853572.21
"EISENHOWER MEDICAL CENTER","RANCHO MIRAGE","CA - Palm Springs/Rancho M",63.3434343434343,8425987.39,975768.72,853162.21
"JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY","EDISON","NJ - New Brunswick",58.8571428571429,5493666.25,975111.14,881776.68
"WELLSTAR COBB HOSPITAL","AUSTELL","GA - Atlanta",46.1595744680851,3519463.99,975043.59,810331.48
"BORGESS MEDICAL CENTER","KALAMAZOO","MI - Kalamazoo",64.1063829787234,3094916.13,974823.62,862227.15
"TEXAS HEALTH HARRIS METHODIST FORT WORTH","FORT WORTH","TX - Fort Worth",73.6262626262626,3842359.99,973382.14,838172.51
"PLAINVIEW HOSPITAL","PLAINVIEW","NY - East Long Island",48.7560975609756,3291049.18,972756,822427.35
"ORANGE REGIONAL MEDICAL CENTER","MIDDLETOWN","NY - White Plains",64.5106382978723,4328061.42,972021.3,873409.14
"CHEYENNE REGIONAL MEDICAL CENTER","CHEYENNE","CO - Fort Collins",30.5316455696203,2482096,971727.4,839759.52
"WINCHESTER MEDICAL CENTER INC","WINCHESTER","VA - Winchester",78.23,2038921.59,971678.07,826878.22
"EDWARD HOSPITAL","NAPERVILLE","IL - Hinsdale",54.5353535353535,4038637.63,970548.54,779628.09
"CENTINELA HOSPITAL MEDICAL CENTER","INGLEWOOD","CA - Los Angeles",65.0649350649351,5867487.92,970401.8,897007.25
"ST JOSEPH'S HOSPITAL AND MEDICAL CENTER","PHOENIX","AZ - Phoenix",32.7323943661972,3767814.04,969368.6,854965.83
"PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE","TORRANCE","CA - Los Angeles",42.9885057471264,6632547.17,968889.76,882348.67
"ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER","WARREN","MI - Detroit",94.2040816326531,2654301.96,968210.49,872361.48
"OUR LADY OF LOURDES MEDICAL CENTER","CAMDEN","NJ - Camden",42.3908045977011,6808128.16,966805.7,881133.5
"SOUTHERN MARYLAND HOSPITAL CENTER","CLINTON","DC - Washington",58.9277108433735,1026280.55,965817.97,893679.07
"UT SOUTHWESTERN UNIVERSITY HOSPITAL","DALLAS","TX - Dallas",40.0405405405405,3497676.23,965038.71,877272.31
"HOLY NAME MEDICAL CENTER","TEANECK","NJ - Hackensack",56.3932584269663,4399602.25,964987.22,877055.54
"CHARLESTON AREA MEDICAL CENTER","CHARLESTON","WV - Charleston",94.4040404040404,2694101.49,964875.35,833020.54
"TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS","DALLAS","TX - Dallas",56.8556701030928,3906419.94,962572.68,813886.46
"JOHN DEMPSEY HOSPITAL","FARMINGTON","CT - Hartford",30.8833333333333,1639321.52,962094.22,890093.26
"WELLSTAR KENNESTONE HOSPITAL","MARIETTA","GA - Atlanta",85.02,3781522.62,961849.52,758930.31
"PROVIDENCE REGIONAL MEDICAL CENTER EVERETT","EVERETT","WA - Everett",49.7441860465116,3223300.16,961622.87,801254.3
"BAPTIST MEDICAL CENTER","JACKSONVILLE","FL - Jacksonville",65.89,4367126.69,959085,820976.21
"TOLEDO HOSPITAL THE","TOLEDO","OH - Toledo",48.8817204301075,4801594.3,958394.05,852989.78
"MEMORIAL HOSPITAL AT EASTON","EASTON","MD - Baltimore",56.1294117647059,1018336,958378.29,873018.28
"ADVOCATE CONDELL MEDICAL CENTER","LIBERTYVILLE","WI - Milwaukee",51.3645833333333,4797687.95,957954.64,808664.74
"GOOD SAMARITAN HOSPITAL OF SUFFERN","SUFFERN","NJ - Ridgewood",42.5116279069767,4518730.17,957737.02,853839.25
"MOUNT CARMEL HEALTH","COLUMBUS","OH - Columbus",69.5,2277261.72,957686.37,804680.62
"INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","MUNCIE","IN - Muncie",58.9895833333333,3463880.78,956892.13,805077.15
"ST FRANCIS HOSPITAL, ROSLYN","ROSLYN","NY - East Long Island",79.5632183908046,4264328.24,956611.45,776732.06
"RIVERSIDE METHODIST HOSPITAL","COLUMBUS","OH - Columbus",91.7272727272727,3493200.89,956088.68,835906.61
"HOWARD COUNTY GENERAL HOSPITAL","COLUMBIA","MD - Baltimore",51.3218390804598,1014287.7,955550.17,866071.92
"TUCSON MEDICAL CENTER","TUCSON","AZ - Tucson",46,3076872.4,955532.38,860918.24
"HUNTINGTON HOSPITAL","HUNTINGTON","NY - East Long Island",61.5806451612903,3541261.78,954793.99,821017.51
"VHS HARLINGEN HOSPITAL COMPANY LLC","HARLINGEN","TX - Harlingen",48.1555555555556,3621497.74,953620.39,835409.35
"PROVIDENCE ST PETER HOSPITAL","OLYMPIA","WA - Olympia",49.8876404494382,3951379.34,952851.04,758199.96
"SOUTHSIDE HOSPITAL","BAY SHORE","NY - East Long Island",40.046511627907,3049291.37,952796.24,839425.54
"SANFORD MEDICAL CENTER FARGO","FARGO","ND - Fargo/Moorhead MN",59.4255319148936,2164550.01,952568.91,834454.35
"BAYLOR ALL SAINTS MEDICAL CENTER AT FW","FORT WORTH","TX - Fort Worth",41.9651162790698,2942616.59,952157.24,836992.42
"MERCY HOSPITAL ST LOUIS","SAINT LOUIS","MO - St. Louis",57.03,3913440.6,952115.87,836956.57
"ENLOE MEDICAL CENTER","CHICO","CA - Chico",50.9438202247191,5426826.11,951020.69,874669.73
"NORTH MEMORIAL MEDICAL CENTER","ROBBINSDALE","MN - Minneapolis",49.4526315789474,3639697.31,950817.37,828700.28
"VIA CHRISTI HOSPITALS WICHITA INC","WICHITA","KS - Wichita",88.5959595959596,3736680.73,950521.67,805238.13
"HURLEY MEDICAL CENTER","FLINT","MI - Flint",36.7164179104478,2394164.38,949833.69,886959.13
"FLAGLER HOSPITAL","SAINT AUGUSTINE","FL - Jacksonville",51.7446808510638,3992780.11,949676.02,795756.05
"SUTTER ROSEVILLE MEDICAL CENTER","ROSEVILLE","CA - Sacramento",41.4651162790698,4439933.64,949471.67,830924.39
"TRIDENT MEDICAL CENTER","CHARLESTON","SC - Charleston",56.6428571428571,5462843.08,949402.2,797223.43
"SOUND SHORE MEDICAL CENTER OF WESTSCHESTER","NEW ROCHELLE","NY - Bronx",34.3623188405797,1775102.13,949352.07,877448.88
"HENRICO DOCTORS' HOSPITAL","RICHMOND","VA - Richmond",53.4574468085106,6563859.51,949269.7,797028.21
"MERCY MEDICAL CENTER-DES MOINES","DES MOINES","IA - Des Moines",75.35,3135715.49,949024.29,810372.48
"GASTON MEMORIAL HOSPITAL","GASTONIA","NC - Charlotte",74.83,2611640.25,947721.41,826755.64
"SANFORD USD MEDICAL CENTER","SIOUX FALLS","SD - Sioux Falls",53.7368421052632,3517685.2,947543.58,847710.09
"BAPTIST MEDICAL CENTER","SAN ANTONIO","TX - San Antonio",116.19,4555493.1,946836.83,833827.18
"HOWARD UNIVERSITY HOSPITAL","WASHINGTON","DC - Washington",30.8392857142857,2056050.34,946239.88,898781.75
"WILLIAM BEAUMONT HOSPITAL-TROY","TROY","MI - Royal Oak",90.16,3175233.38,945240.55,825835.83
"POMONA VALLEY HOSPITAL MEDICAL CENTER","POMONA","CA - Los Angeles",34.3174603174603,5592735.32,944801.37,866237.56
"SINGING RIVER HOSPITAL","PASCAGOULA","AL - Mobile",55.6969696969697,4785592.64,944264.74,784826.97
"MOUNTAINSIDE HOSPITAL","MONTCLAIR","NJ - Newark",42.2911392405063,4267175.38,944110.86,871923.69
"ST JOHNS HOSPITAL","SPRINGFIELD","IL - Springfield",57.2777777777778,3105264.07,943608.67,831713.5
